movie_id,language_id
14864,52711
15379,52711
15379,52212
12764,52711
12764,52212
27352,52711
27352,52621
8348,52711
24099,52711
17897,52569
17897,52711
28050,52703
16094,52711
16096,52711
20343,52711
13757,52711
11822,52674
90980,52711
26270,52711
37744,52711
494,52711
493,52711
12706,52711
4244,52711
4247,52711
20770,52711
1050,52711
1050,52671
1050,52670
1052,52711
20540,52711
20540,52674
20540,52670
23655,52711
1788,52711
32275,52711
36657,52711
44490,52711
47585,52711
47585,52694
47585,52703
1448,52711
36047,52711
36047,52694
2655,52711
12599,52566
12599,52711
33828,52694
93,52711
9278,52711
90715,52711
59181,52711
22167,52711
18118,52711
11940,52711
24167,52674
24167,52703
10276,52711
19380,52711
19380,52670
13783,49675
13783,52711
11624,52711
11624,52703
15867,52711
11686,52711
29263,52711
29263,52670
46754,52552
18702,52711
11830,52566
16110,52711
16110,52674
12107,52711
10401,52694
10401,52355
10401,52703
32640,52711
10641,52711
6282,52711
9383,52711
5551,52711
43079,52711
27723,52711
2360,52694
2360,52711
28043,52703
33468,52711
21866,52711
21866,52674
33408,52711
11589,52711
11589,52694
11589,52674
15158,52711
16139,52711
16146,52711
26515,52711
11856,52711
13567,52711
10860,52711
8420,52711
8420,52694
18391,52711
20850,52711
20850,52674
39473,52711
27452,52711
77571,52711
77571,52674
38548,52711
20438,52711
2211,52674
46991,52694
201581,52711
10391,52711
14195,52711
15665,52711
10393,52711
18168,52711
8843,52711
10643,52566
23618,52711
117262,52711
30946,52711
37136,52711
37137,52711
23283,52711
3110,52711
14698,52711
11694,52711
47434,52711
47434,52694
39891,52711
76891,52711
9651,52711
26865,52711
11398,52711
26244,52711
1588,52711
19150,52711
19150,52670
25128,52711
25128,52686
18153,52711
41282,52711
12211,52711
12211,52694
137236,52711
9995,52711
1698,52674
1698,50797
10480,52670
10480,52711
80713,52670
10685,52212
10685,52711
1619,52711
1619,52694
786,52711
14805,52711
51179,52670
51179,52711
46119,52711
18074,52711
170767,52694
170767,52670
27665,52711
29015,52711
10562,52711
10562,52703
10562,52670
201724,52711
12212,52711
14629,52621
14629,52711
16,52711
13785,52711
34299,52711
22597,52711
22597,52694
22597,52686
19348,52711
10637,52711
9003,52711
9064,52711
11569,52711
10434,52711
10434,52694
10434,52674
26484,52711
39113,52711
38126,52711
38126,52694
53617,52711
469,52711
469,52279
2160,52711
2160,52694
2161,52711
3073,52711
911,52711
10973,52711
34077,52711
10787,52711
43109,52711
43109,52670
43230,52711
15855,52711
9507,52711
27475,52711
27764,52711
27767,52711
40760,52711
40446,52711
24664,52711
24664,52279
21370,52711
20455,52674
20455,52711
10461,52711
1485,52711
1597,52711
641,52711
10687,52711
6521,52711
10763,52711
100975,52711
16888,52711
10383,52711
10383,52694
21142,52711
78140,52711
2134,52711
18801,52711
18498,52711
28605,52711
42797,52711
13465,52711
27033,52711
20367,52711
71,52711
1636,52711
1636,52686
1636,52670
10647,52711
19204,52711
19204,52703
13762,52711
12207,52519
11531,52711
24100,52711
24100,52674
10783,52711
47302,52711
47302,52694
4327,52711
4327,52674
4327,52648
4327,52566
4327,52519
4958,52711
9678,52711
9678,52694
11978,52711
8870,52711
77434,52711
77434,52670
77434,52212
14295,52711
681,52711
681,52674
11372,52684
11372,52711
11372,52674
11372,52669
11372,52670
8452,52711
10862,52711
8871,52711
34045,52711
34045,52694
34045,52674
16340,52711
10481,52711
10867,52703
10876,52711
9741,52711
146,52671
11849,52711
11849,52669
11983,52711
11678,52711
11678,51843
2669,52711
20721,52711
20721,52621
2609,52711
12714,52711
92603,52670
708,52711
708,52569
708,52694
708,52674
708,52686
708,52684
708,49257
1857,52711
1857,52566
10673,52711
2604,52711
2604,52670
10132,52711
11064,52711
107,52711
107,52686
40820,52711
392,52711
392,52694
8859,52711
8859,52694
8859,52566
11688,52711
12509,52711
3981,52711
3981,52694
711,52711
2046,52711
5001,52670
5001,52711
8358,52686
8358,52711
5994,52711
25520,52711
25520,52694
1493,52711
1493,52670
1493,52694
1493,52686
25660,52465
134,52711
62677,52711
21991,52703
21991,52711
10577,52711
21355,52711
21355,52670
29122,52711
11973,52711
11973,52686
1900,52670
1900,52711
44853,52711
10873,52711
10873,52674
26719,52711
31583,52711
15739,52711
15413,52711
2623,52711
11209,52684
11209,52711
11209,52670
13715,52711
19108,52711
8043,52711
8043,52694
43258,52711
10655,52711
75490,52711
42261,52711
42261,52674
34794,52711
9989,52711
18828,52711
9816,52711
20637,52711
5955,52711
125498,52711
77825,52671
220976,52711
66599,52711
17474,52711
11191,52711
11191,52694
2613,52689
2613,52711
22021,52711
22048,52711
17006,52711
26333,52711
16723,52711
2018,52711
31768,52711
47595,52694
47595,52540
18856,52711
18856,52694
10499,52674
37949,52711
37949,52694
47943,52694
74340,52711
5709,52711
11215,52711
26477,52711
10937,52711
4639,52711
96,52711
90,52711
11028,52711
11028,52670
67307,52711
19324,52711
19933,52689
19933,52711
19933,52669
12919,52711
15785,52711
31701,52711
31563,52711
12506,52711
89992,52519
70199,52711
39507,52711
62185,52711
24826,52711
24826,52674
30994,52711
17159,52711
10110,52711
10110,52566
10110,52671
18935,52711
764,52711
20287,52711
20287,52670
26964,52711
71881,52711
15658,52711
4918,52711
28368,52711
58084,52711
52780,52711
48149,52711
48149,52703
26156,52711
34101,52711
32054,52711
14464,52711
65501,52711
32227,52711
2614,52711
40962,52711
12704,52711
580,52711
24828,52711
13703,52711
13703,52674
13703,52670
36914,52711
1547,52711
42010,52711
2608,52670
2608,52711
32058,52711
10019,52711
11649,52711
84499,52711
13509,52711
13509,52674
13509,52621
63639,52711
30175,52711
51521,52711
34379,52711
22915,52711
24940,52711
37302,52711
10984,52711
843,52519
843,52694
843,52670
318,52711
12806,52169
12806,52670
9740,52711
10878,52711
10878,52669
10878,52621
10878,52670
47588,52355
47588,52711
10697,52694
7093,52711
16300,52711
19405,52711
1921,52711
44412,52711
21620,52711
23685,52711
12138,52711
48217,52694
6073,52711
6073,52670
39180,52694
35569,52711
25208,52711
82103,52621
19513,52711
2749,52684
2749,52711
2749,52355
2749,52686
10050,52711
17203,52711
17203,52694
95682,49675
95682,52711
54968,52711
49929,52711
49929,52694
49929,52674
2302,52711
32686,52711
13889,52711
13889,52566
6028,52711
51802,52711
42148,52621
29492,52621
29492,52711
25447,52711
28410,52711
38545,52711
19490,52711
19490,52694
31151,52711
1888,52711
38805,52711
16618,52711
2428,52711
22013,52711
15598,52711
43332,52711
62127,52711
56137,52711
17965,52711
29067,52711
33250,52711
14460,52711
17466,52711
9594,52711
35976,52711
4986,52711
2453,52711
33676,52711
33676,52670
4587,52711
31004,52711
27859,52711
11454,52711
38718,52711
4192,52674
4192,52711
4192,52694
4192,52569
11607,52711
14052,52711
16889,52711
39934,52711
26580,52711
21309,52711
16263,52711
4985,52711
20704,52711
23730,52711
853,52674
853,52711
853,52686
10877,52703
5257,52711
77,52711
20322,52711
10833,52711
10833,52686
20309,52711
12658,52711
10054,52670
10054,52711
10646,52711
2575,52711
2575,52670
55,52670
65075,52711
65075,52670
44379,52694
2043,52711
2043,52686
4133,52711
56715,52711
56715,52694
10991,52711
15940,52711
26791,52711
44069,52709
68894,52711
68894,52671
634,52711
10956,52711
19366,52711
28308,52569
28308,52295
28308,52711
9519,52711
13898,52709
196280,52711
9290,52711
13166,52711
32590,52711
153141,52711
52654,52711
52654,52703
70282,52711
70282,52694
47643,52711
111,52711
111,52670
32488,52711
10477,52711
10477,52674
10477,52670
12484,52711
2144,52711
24113,52711
118052,52711
1734,52711
1734,52569
38047,52566
8076,52674
4973,52694
8095,52711
8095,52621
849,52711
27223,52711
2981,52711
39266,52674
31863,52711
11307,52711
46498,52711
11163,52703
11163,50797
11035,52711
11035,52694
11035,52703
18691,52711
3784,52711
78133,52711
22829,52711
35717,52694
11936,52703
25221,52711
19494,52694
19494,52711
40842,52711
19357,52711
19357,52670
33743,52711
32924,52711
9062,52711
9062,52670
11174,52506
11174,52540
934,52711
934,52694
934,52703
9476,52711
37691,52711
37691,52670
115810,52670
115810,52694
115810,52711
10613,52711
10613,52694
19094,52711
14268,52711
5852,52711
808,52711
49453,52711
824,52694
824,52670
824,52711
37558,52694
676,52694
676,52711
676,52566
88727,52552
29572,52711
29572,52694
29572,52703
29572,50351
29572,52686
48109,52670
48109,52711
50541,52711
26255,52711
22414,52711
43329,52711
42233,52711
1406,52711
1406,52674
13554,52711
17664,52711
66035,52711
41050,52703
1632,52711
966,52711
966,52670
12639,52711
12639,52670
301,52711
301,52670
31527,52711
4988,52711
12623,52711
11896,52711
25538,52711
25538,52566
25538,52671
17971,52711
6498,52506
6498,52670
5923,52711
5923,52671
15497,52711
21876,52674
21876,52703
21876,52711
11090,52711
14034,52711
21056,52711
9397,52711
9705,52674
9705,52711
26475,52711
56934,52711
29937,52684
29937,52674
49922,52711
10364,52711
10364,52694
10364,52703
32458,52711
1089,52711
38043,52711
9967,52711
17494,52711
17494,52670
17465,52711
759,52694
759,52711
10297,52711
29393,52711
10653,52711
21468,52711
21468,52670
9576,52711
22323,52711
31935,52711
126881,52674
52616,52711
52616,52671
10865,52711
10865,52694
10865,52670
1995,52711
10808,52711
9799,52711
644,52711
16161,52711
10691,52670
10691,52711
10615,52711
47596,52711
47596,52279
21488,52694
59733,52711
271462,52686
271462,52711
11826,52711
24470,52711
9301,52674
11444,52694
11444,52669
11444,52670
15564,52711
60670,52694
40880,52711
10992,52711
10992,52694
10992,52674
10992,52077
2140,52711
2140,52694
2140,52671
4248,52711
17612,52711
3134,52694
34899,52212
8217,52711
22478,52711
26483,52711
24382,52703
11286,52566
11286,52671
11286,52569
11286,52711
11950,52711
12236,52711
12236,52674
36245,52694
43342,52711
15875,52711
15875,52694
26573,52711
23439,52711
10728,52674
5991,52698
11697,52711
6106,52711
6106,52670
22477,52711
19200,52711
11300,52711
16211,52711
28650,52711
42780,52711
32569,52711
20075,52711
28430,52711
28794,52703
20197,52711
43316,52711
34689,52711
25690,52711
25690,52694
10238,52540
18929,52711
4789,52703
32595,52711
18030,52711
18988,52711
11536,52711
10339,52711
39875,52711
50031,52711
976,52711
69605,52711
65632,52703
29471,52674
4780,52711
11906,52711
11906,52703
11906,50797
11906,52686
11713,52519
11713,52711
11713,52671
9589,52674
12481,52671
13333,52519
13333,52711
13938,52711
10540,52711
9462,52711
9462,52703
9462,52671
82623,52711
2114,52711
8835,52711
11371,52711
11371,52694
78248,46474
78248,52694
9517,52711
25985,52711
25985,52694
25985,52670
15745,52711
24977,52711
36107,52698
113271,52711
58904,52711
13794,52711
13795,52711
103488,52711
38965,52711
47817,52711
31052,52711
10868,52711
9395,52711
9395,52670
14506,52711
5333,52711
4281,52711
2,52648
2,52674
26044,52711
59797,52711
14911,52711
15592,52711
15267,52711
15267,52670
12710,52711
30502,52711
19382,52711
24679,52711
9599,52711
94440,52711
17170,52711
18509,52711
110428,52694
34604,52711
14441,52711
7520,52711
7520,52621
10126,52711
10126,52670
9602,52711
23752,52711
41952,52711
41952,52674
3980,52711
10127,52711
12702,52711
27397,52711
27397,52694
27397,52295
9748,52711
40095,52711
10651,52711
10141,52711
27362,52711
5680,52711
26386,52711
34053,52711
25884,52711
26355,52711
10675,52711
10675,52694
38982,52711
10130,52711
2617,52711
38615,52711
21362,52711
30690,52711
75889,52711
38500,52711
38500,52674
26723,52711
20443,52711
49365,52711
11347,52711
12144,52711
13704,52711
12505,52711
41963,52711
41963,52694
13482,52711
13482,52670
34014,52711
29739,52711
12120,52711
47818,52711
38617,52711
3543,52674
3543,52711
51321,52711
9604,52711
9604,52686
24929,52711
10925,52711
13965,52711
24266,52711
58434,52711
18197,52711
70842,52711
38909,52711
38909,52670
17126,52711
11503,52711
38558,52711
9717,52711
11966,52711
2605,52711
8740,52689
8740,52711
8740,52694
25497,52711
25497,52669
38560,52711
38560,52670
26798,52711
41428,52566
8337,52711
47493,52711
8463,52711
41974,52711
28176,52711
9493,52711
26603,52711
29095,52711
12582,52711
10001,52711
11352,52711
12500,52711
25678,52711
25682,52711
32049,52711
45225,52711
1648,52711
1648,52694
1648,52674
1648,52355
4105,52711
4105,52566
22711,52711
19124,52711
69828,52711
53150,52711
10142,52711
3064,52711
86093,52711
10134,52711
21291,52711
4925,52711
30352,52711
15142,52711
14550,52711
32075,52711
2210,52711
25005,52711
21721,52711
116014,52711
11828,52711
55699,52711
10551,52711
20713,52711
27461,52711
41969,52711
1380,52711
19157,52711
11465,52711
17190,52711
55059,52711
9085,52711
9085,52686
17819,52711
17819,50351
17819,52670
46786,52711
14776,52711
14776,52674
59585,52711
32855,52711
29185,52711
39787,52711
32059,52711
505,52711
505,52694
4486,52711
4486,52694
4486,52703
10345,52711
10222,52711
12774,52711
14621,52711
14621,52621
14621,52670
19118,52711
14372,52711
15138,52711
9972,52711
9494,52711
17362,52711
9942,52711
8216,52711
4296,52711
24739,52711
39197,52711
9686,52711
27418,52711
39002,52711
43345,52711
43345,52670
31606,52711
27607,52711
37146,52711
20006,52711
8867,52711
12663,52711
331,52711
331,52670
11467,52711
327,52711
327,52703
327,52566
327,52670
1548,52711
13403,52711
13403,52674
869,52711
552,52703
36095,52566
33379,52711
47574,52711
2171,52711
87462,52711
20307,52711
19142,52711
41946,52711
10135,52711
10135,52621
32767,52711
32767,52674
56162,52711
56162,52674
24254,52711
19236,52711
32261,52711
60276,52711
12150,52711
11185,52711
47045,52711
18683,52711
12521,52711
12478,52711
49788,52711
31083,52694
31083,52711
30666,52711
25155,52711
65015,52711
24077,52711
9618,52711
16560,52711
31608,52711
31608,52694
22102,52711
6951,52711
11959,52711
2616,52711
7091,52711
249,52711
11342,52711
183,52711
183,52703
32330,52711
24126,52711
8494,52711
26535,52711
41784,52711
41784,50797
27431,52703
2148,52711
2148,52703
42033,52711
11308,52711
23239,52711
53119,52711
53119,52295
31941,52711
19317,52711
27813,52711
57745,52711
2057,52711
2057,52674
2057,52566
2057,50797
2057,52670
9880,52711
5175,52519
5175,52711
5175,52671
21596,52694
41951,52711
41951,52694
11385,52711
11385,52670
11385,49332
4484,52694
11684,52694
11684,52674
44414,52711
44258,52711
20391,52711
20391,52670
12584,52711
1627,52694
11542,52711
11542,52670
17169,52711
39176,52711
33214,52694
33214,52711
33214,52674
33214,52684
19267,52711
2770,52711
12610,52711
1933,52694
1933,52711
13496,52711
21055,52711
24936,52711
80070,52711
10972,52711
1722,52711
1722,52674
1722,52355
1722,52703
9896,52711
26665,52711
9683,52711
2779,52711
2779,52669
2294,52711
10016,52711
26602,52711
37920,52711
37920,52279
37920,52703
22230,52711
13966,52711
742,52540
248757,52711
15104,52711
15104,52670
8922,52711
11065,52711
11065,52694
21118,52711
46727,52711
16314,52711
16314,52674
16314,52703
18885,52711
18885,52694
40508,52711
5922,52711
27346,52711
34223,52711
16307,52711
27681,52711
11370,52711
11370,52279
12508,52711
14033,52711
25462,52711
34714,52711
47161,52709
106230,52711
106230,52077
35176,52711
18734,52711
44321,52670
26661,52711
58062,52711
2176,52670
2176,52711
20857,52711
22617,52711
22617,52694
22617,52703
75386,52711
2185,52711
10696,52711
2034,52711
2034,52686
2034,52670
2034,52465
21538,52711
51722,50351
48834,52711
30379,52711
31016,52711
32567,52711
12537,52711
9028,52711
9028,52703
16180,52711
11521,52711
11521,52694
11521,52279
21028,52686
27327,52711
35200,52711
21242,52711
21242,52694
21242,52670
29756,52711
82523,52711
82523,52540
20115,52703
30295,52711
30295,52694
30295,52703
30295,52566
25767,52711
33725,52711
22874,52711
11576,52711
43860,52711
43802,52711
9660,52711
9660,52686
15393,52711
248,52711
248,52670
40885,52711
40885,52566
25905,52674
25905,49257
21148,52711
1644,52711
12502,52711
66092,52711
10373,52711
13766,52711
16380,52711
16380,52694
16380,52621
16380,52670
12103,52711
12103,52694
12103,52703
12103,52670
11313,52711
9398,52711
35066,52711
45864,52711
55372,52694
55372,52703
10866,52711
34549,52711
9778,52711
34453,52711
58429,52670
16121,52711
16121,52694
16121,52674
16121,52703
40220,52711
166,52694
42787,52711
1623,52711
40932,52711
32027,52711
13550,52711
13612,52711
16769,52711
42158,52711
27958,52711
86463,52711
31703,52674
31703,52711
1716,52694
27059,52711
20681,52711
57743,52711
3172,52711
17708,52711
17708,52670
17708,52077
17708,52212
12780,52519
570,52711
570,52694
570,52703
1018,52670
1018,52711
25641,52711
16767,52711
16767,52566
16767,52670
102933,52711
11380,52711
11380,52694
27396,52711
26299,52711
984,52670
984,52711
15559,52711
14811,52711
14811,52295
14811,52686
21741,52711
77670,52711
55727,52711
15560,52711
9585,52711
9585,52709
14267,52711
45929,52711
768,52711
768,52279
768,52686
2100,52711
11091,52711
3173,52077
27092,52670
23941,52711
23941,52686
18192,52711
11845,52711
9081,52711
167,52711
34043,52711
34043,52694
34043,52279
9378,52711
27444,52711
141,52711
10034,52711
11457,52711
10778,52711
78657,52694
67385,52694
11456,52711
585,52711
10796,52711
23949,52711
11088,52711
9889,52711
133115,52711
45964,52711
32014,52711
13408,52711
671,52711
17731,52711
20794,52711
11469,52711
14369,52711
1535,52519
1535,52711
1535,52674
1535,52569
1535,52694
1433,52670
1999,52711
58098,52703
78076,52711
87774,52711
23847,52711
50785,52694
12472,52711
42258,52689
11834,52711
16085,52711
27405,52711
269,52694
269,52711
16441,52711
11422,52711
31037,52711
40739,52711
40739,52694
40739,52674
10656,52694
32847,52711
32847,52621
39938,52711
39938,52674
38766,52711
38766,52566
38766,52670
43510,52711
35284,52711
35284,52694
35284,52674
35284,52703
14584,52711
14584,52674
58886,52689
72277,52711
72277,52703
5781,52694
5781,52670
23805,52711
23805,52674
34388,52711
34388,52674
34388,52279
39867,52711
11033,52711
69716,52711
37835,52711
33356,52711
3537,52686
3537,52711
3537,52670
3537,52694
27145,52711
27145,52694
27145,52674
8738,52686
8738,52711
8738,52566
28614,52711
3604,52711
6974,52711
26398,52711
42218,52711
10649,52711
42566,52711
17689,52711
34084,52711
15983,52711
14854,52711
14854,52670
10847,52711
33525,52711
27591,52711
299,52711
31945,52711
42160,52711
10650,52711
8007,52684
8007,52711
8007,52670
19076,52711
81442,52711
50562,52711
13503,52711
161,52703
161,52711
43774,52709
31064,52711
31682,52711
8342,51546
8342,52711
8342,52694
8342,52674
8342,52670
55479,52711
55479,52670
4886,52711
228,52711
228,52694
228,52674
23111,52686
23111,52711
42597,52711
194,52694
194,52686
11397,52711
1903,52711
11889,52711
28171,52711
28171,52709
28171,52669
28171,51542
9523,52711
9428,52711
9428,52703
1649,52711
11938,52711
43143,52711
35201,52279
35201,52684
35201,52674
35201,52711
42724,52711
24264,52711
27150,52711
27150,52670
26978,52711
19209,52711
8386,52711
12589,52711
12312,52711
11232,52711
11232,52694
120,52711
11086,52711
453,52711
18939,52684
12724,52711
11414,52711
31507,52674
31507,52694
31507,52703
31507,52711
42612,52711
18783,52711
18783,52674
18783,52703
12593,52711
14683,52711
10794,52711
10794,52694
10794,52703
10794,52671
10794,52686
43136,52711
45491,52519
5052,52711
37257,52674
37257,52711
8489,52711
855,52711
855,47292
12660,52711
10269,52711
5279,52711
10950,52711
1365,52711
6440,52711
14580,52711
49410,52711
28296,52711
24206,52711
6037,52711
42987,52711
61418,52711
27099,52694
11857,52711
6312,52694
6312,52674
6312,52703
11595,52519
11595,52711
24166,52711
24166,52694
24166,52671
26337,52711
77985,52711
77074,52711
10170,52711
10170,52686
10170,52670
18317,52711
98491,52711
26686,52711
61934,52711
27273,52711
27273,52703
27273,52670
848,52711
848,52279
9610,52711
15035,52711
16127,52711
16127,52674
31603,52711
31603,52674
31603,52670
32020,52711
33155,52711
4965,52711
11891,52711
11888,52711
150,52711
35263,52674
112,52506
125717,52295
20678,52711
15050,52711
10423,52519
10423,52711
11710,52674
17691,52711
27378,52674
57976,52711
651,52711
651,52694
651,52566
651,52465
31955,52711
20620,52711
18647,52711
18647,52670
11362,52711
2637,52711
10229,52711
50819,52711
12659,52671
35650,52711
35650,52694
35650,52552
9606,52686
9606,52711
9606,52566
9606,52694
9606,52674
9606,52703
9606,52670
11447,52703
11447,50797
16550,52711
16550,52674
16550,52703
13915,52711
34723,52711
34723,52694
34723,52674
34723,52686
31674,52711
52744,52711
43340,52711
20009,52711
2084,52711
2084,52686
50225,52711
50225,52694
74692,52711
39775,52711
51044,52711
29475,52711
29475,52703
4267,52694
4031,52694
47871,52711
11594,52694
19562,52376
19562,52711
19562,52694
11870,52711
11870,52694
11870,52703
9884,52711
9884,52670
11535,52674
11535,52694
11535,52566
11535,52465
11535,52686
11535,52569
11535,52711
27593,52711
11212,52711
11212,52694
11212,52674
29887,52711
32484,52711
28345,52711
21921,52711
21845,52711
21845,52674
11528,52711
11528,52694
2441,52670
931,52703
931,52711
17130,52711
10592,52711
10592,52674
8470,52711
8470,52670
16690,52711
39939,52711
9272,52711
14778,52711
19137,52711
32499,52711
8737,52711
33668,52711
39282,52711
40687,52711
37230,52711
993,52711
11698,52711
11698,52674
41357,52711
42458,52711
42458,52670
93427,52711
93427,52674
14475,52711
43715,52711
10052,52711
10052,52670
11979,52711
75151,52711
35868,52212
35868,52711
13791,52711
27824,52711
270306,52711
9991,52711
9991,52703
480,52711
480,52701
44340,52711
18984,52711
25006,52674
25006,52711
23479,52711
23479,52670
66946,52711
19050,52711
38442,52684
108266,52711
108267,52711
39387,52279
39387,52684
15999,52566
614,50797
614,52540
56133,52711
121703,52711
77955,52711
2752,52711
10590,52711
10590,52212
10590,52694
40723,52711
40723,52694
29039,52711
22910,52711
42517,52711
40364,52279
40364,52703
40364,50797
40364,52711
115332,52711
13225,52711
21380,52703
21380,52670
46717,52711
63510,52711
20465,52711
35614,52711
7219,52711
7219,52703
35810,52711
18649,52711
18646,52279
18646,52711
17058,52711
13950,52711
13950,52694
2135,52711
15186,52711
43997,52711
31651,52711
47869,52711
965,52711
33135,52711
10889,52711
10889,52670
16149,52711
54287,52711
25628,52711
65262,52711
65262,52674
10935,52711
10935,52694
10935,52674
10935,52669
10935,52686
44004,52711
22288,52711
32030,52711
32030,52694
32030,52674
119617,52711
29343,52711
29343,52674
39503,52711
7988,52711
15310,52711
17909,51237
22130,52694
26843,52711
26843,52694
26843,52670
27458,52711
14807,52694
14807,52711
14729,52711
14729,52540
46973,52711
8690,52703
39543,52694
39578,52711
3418,52711
3418,52694
3418,52674
30924,52711
14929,52711
75552,52711
75552,52694
18910,52711
24919,52694
24919,52674
24919,52703
26200,52711
24825,52711
38147,52711
24032,52711
26179,52711
26179,52674
4499,52670
11333,52711
425,52711
1576,52711
5851,52711
25014,48243
25014,52711
25014,52694
25014,51237
15647,52711
25110,52689
38880,52569
38880,52711
38880,52295
1391,52670
18172,52711
24248,52711
14605,52711
19797,52711
17804,52711
17804,52674
31805,52711
13861,52711
13861,45855
29021,52711
31812,52711
13006,52711
28213,52694
10627,52711
42750,52711
27930,52711
259557,52711
28124,52711
41034,52711
11563,52519
15119,52711
55792,52711
12705,52711
12705,52670
11006,52711
15120,52684
15120,52711
15120,52279
15120,52670
40072,52689
21629,52711
16026,52540
2371,52694
2371,52686
73134,52694
73134,52703
36586,52684
36586,50351
36586,52711
6020,52711
39541,52711
125764,52711
18292,52711
29394,52711
112942,52670
90974,52711
29402,52711
29396,52711
15028,52684
15028,52711
9275,52711
4547,52711
14635,52711
29135,52711
29135,52539
1791,52694
1791,52674
35651,52694
62956,52711
116904,52711
22784,52711
40814,52711
53426,52711
24585,52711
17990,52711
129542,52674
129542,52711
5678,52711
11560,52711
11560,52670
11452,52711
18435,52711
35944,52711
64310,52694
25501,52711
26851,52711
17487,52711
34276,52711
548,52566
11590,52711
1537,52711
12149,52711
44373,52711
11812,52711
35080,52711
441,52711
8346,52355
8346,52711
14168,52711
32617,52711
32617,52670
31671,52711
2565,52711
307,52674
307,52703
15482,52711
45878,52711
6393,52711
12154,52711
12154,52694
12154,52686
11630,52711
11630,52694
25133,52711
21970,52711
21970,52674
11892,52711
9334,52711
9334,52077
36093,52621
35694,52711
10491,52674
10491,52711
70054,52694
18079,52670
35337,52711
35337,52694
59199,52711
11470,52711
16643,52711
1282,52711
21220,52711
52717,52694
69324,52711
11468,52711
292917,52711
19085,52711
73462,52711
26030,52711
26030,52694
10164,52711
10164,52279
42048,52711
62001,52711
62001,52694
62001,52674
62001,52670
28117,52711
40555,52711
28384,52711
46691,52711
27094,52711
26725,52711
26725,52694
17168,52711
48482,52711
56179,52711
56179,52674
5203,52711
5203,52621
13201,52711
9689,52671
9689,52711
557,52711
44768,52566
1815,52711
1815,52674
55106,52711
28289,52711
32037,52711
32037,52694
32037,52674
32037,52540
39154,52711
24767,52711
33796,52711
32221,52711
28466,52670
28466,52711
12227,52711
43643,52711
10985,52711
10985,52703
10985,52621
2251,52711
2251,52694
2894,52694
20712,52711
11240,52711
46592,52686
45186,52711
86483,52674
5425,52703
14117,52711
38360,52686
29318,52711
28907,52711
39771,52711
245,52711
1894,52711
4012,52711
4012,52295
4012,52279
9026,52674
9026,52711
42193,52711
15417,52711
11791,52711
28577,52711
13963,52711
23102,52711
23102,52670
1957,52711
320,52711
9023,52711
27834,52694
27834,52711
17734,52711
24010,52711
39435,52711
24005,52711
44800,52711
24014,52569
24014,52711
24014,52694
24014,52674
24014,52703
24008,52711
53229,52711
1936,52711
4614,52569
4614,52711
4614,52686
4614,52631
4614,52674
12277,52711
267345,52711
112991,52711
15677,52711
58455,52711
58455,52703
36554,52711
36554,52674
48216,52694
48216,52711
48216,52686
41165,52711
13153,52711
811,52711
811,52674
43532,52711
163907,52711
7216,52703
7216,52212
3132,52711
9583,52711
18408,52711
2501,52711
2501,52694
2501,52674
2501,52689
2501,52703
9637,52711
12100,52711
12100,52566
16857,52711
52258,52711
10394,52711
27451,52711
15813,52684
15813,52711
15813,52674
15813,49257
31591,52711
18905,52711
14774,52711
14774,52674
4993,52711
4993,52694
27052,52689
34130,52711
38950,52711
17898,52711
17898,52674
17898,52703
21635,52711
27945,52711
43139,52711
30194,52711
10169,52711
27225,52711
13909,52711
103299,52711
41805,52711
41805,52694
35696,52711
11544,52711
180,52711
180,52540
9555,52711
57022,52711
17710,52711
2022,52711
50035,52711
9719,52711
11982,52711
27224,52711
12251,52711
88818,52711
30114,52703
30114,52711
70489,52711
21972,52711
608,52711
59387,52711
26290,52711
17043,52711
6278,52711
4147,52711
16664,52566
14651,52694
96238,52711
15096,52711
19731,52711
20324,52711
49370,52711
14902,52711
42254,52694
42254,52674
1842,52711
2721,52711
2721,52694
2721,52686
11442,52711
1364,52711
1364,52694
1364,52674
1364,52670
8869,52711
8665,52711
10996,52711
818,52711
818,52566
818,52674
818,52694
18357,52711
29047,52711
45861,52671
39141,52711
39141,52694
33152,52711
149445,52711
149445,52674
10309,52569
10309,52674
6404,52711
6404,52674
19133,52711
43199,52711
43915,52711
24130,52711
43445,52703
36645,52569
36645,52689
36645,52711
36645,52694
36645,52674
36645,52703
5155,52703
23728,52711
23728,52703
3780,52566
10786,52711
8764,52711
8764,52674
13908,52711
2675,52711
2675,52621
12308,52703
9488,52711
9962,52711
9573,52711
9573,52670
7451,52684
7451,52711
7451,52674
7451,52670
7451,52686
2750,52711
30586,52711
61112,52694
61112,52711
92384,52711
43772,52709
20337,52711
27062,52671
27062,52686
34070,52540
6173,52694
10305,52694
42337,52694
18694,52711
10081,52711
11484,52711
11692,52711
9266,52711
3640,52674
3640,52703
8653,52465
30072,52711
9357,52711
12771,52670
12771,52711
9296,52711
15070,52711
26942,52711
206042,52711
206042,52674
26895,52566
60608,52694
97447,52569
97447,52694
11243,52711
11243,52694
19975,52711
10323,52711
9595,52711
28319,52711
28319,52674
28319,52703
28319,52670
46878,52711
24750,52711
31393,52711
24038,52711
9941,52711
9941,52670
18639,52711
39833,52711
32858,52711
3127,52711
3127,50797
10859,52711
32825,52711
10725,52711
9544,52711
9544,52686
