user_id,language_id
73944,52670
73944,51542
7122652,52648
7122652,52540
7122652,47991
91017,52684
91017,52671
0444472,48243
0444472,52684
0444472,52669
9568903,52648
9568903,52698
9568903,51546
4614724,52648
4614724,52621
4614724,52711
8822,51843
8822,21668
8822,52699
7800461,51843
7800461,50532
7800461,51542
0902,49257
0902,52669
0902,52279
016870,52355
016870,49332
016870,52519
784084,52569
784084,51539
784084,52109
912501,29250
912501,49332
699656,52686
699656,52670
699656,52711
3456,50351
3456,52671
3456,52295
9356423,33500
9356423,51547
9356423,52540
14829,52671
14829,48470
14829,52631
785187,51547
785187,52684
785187,52631
14287,52496
14287,49257
14287,52684
8358022,49675
8358022,48243
8358022,52711
20994,52465
20994,50532
20994,52109
7828503,52625
7828503,23396
7828503,52671
97508,52169
97508,52355
97508,49780
7052233,48210
7052233,52566
7052233,40455
804543,52625
804543,51546
804543,51542
93225,21872
93225,50797
93225,52711
9737338,52376
9737338,52465
9737338,52496
19062,52506
19062,52621
19062,52109
64130,29250
64130,52566
64130,40455
950520,52699
950520,50190
950520,52671
239501,51843
239501,52621
239501,50190
8586998,52648
8586998,49332
8586998,50797
70619,51546
70619,52540
70619,52711
651577,49257
651577,52701
651577,52295
3247564,25113
3247564,52540
3247564,52711
614608,48243
614608,52684
614608,52077
075931,52496
075931,47292
075931,52669
63405,52376
63405,52355
63405,52709
6235538,33500
6235538,50797
6235538,52279
51222,50669
51222,52694
51222,52279
9958845,51542
9958845,51843
9958845,49286
374237,52212
374237,52686
374237,52671
72227,52496
72227,52566
72227,52495
622030,52552
622030,52569
622030,52539
4753217,52703
4753217,33500
4753217,52295
6140,51843
6140,52621
6140,52279
5701529,52169
5701529,52701
5701529,52566
6292432,52569
6292432,51493
6292432,40455
948625,51843
948625,52621
948625,47991
789678,21872
789678,52674
789678,52540
738645,52674
738645,49675
738645,49332
596821,51546
596821,52684
596821,23396
6950181,49675
6950181,52684
6950181,52669
494224,48470
494224,47991
646464,50797
646464,52670
646464,40455
2818554,52552
2818554,52709
2818554,50351
0561285,49675
0561285,51547
0561285,52631
6320466,52689
6320466,52109
6320466,52621
2355140,52540
2355140,52212
2355140,52495
85196,52506
85196,49332
85196,52566
32492,51547
32492,49780
32492,52077
853905,47292
853905,52295
853905,40455
236448,52552
236448,25113
236448,51237
66493,52496
66493,52709
66493,52669
251453,51799
251453,52686
251453,44351
14667,46474
14667,49332
14667,52077
4548817,52496
4548817,52569
4548817,47292
19092,51843
19092,50797
19092,52279
067093,52376
067093,49332
067093,52077
5521,52648
5521,52689
5521,49257
86825,52689
86825,51546
86825,52684
78161,52569
78161,52465
78161,47292
3966,52689
3966,49701
3966,49286
6159,52540
6159,52709
6159,52694
29112,52674
29112,51237
29112,52671
8387719,52689
8387719,52565
8387719,52709
607733,52674
607733,50190
607733,52519
46359,52355
46359,52669
46359,45855
88203,40455
88203,52686
88203,52671
596915,25113
596915,52625
596915,52295
521515,52674
521515,52212
521515,52703
8099265,49675
8099265,49332
8099265,52077
095142,49701
095142,21668
095142,51237
7097466,52355
7097466,52684
7097466,49701
8178,52674
8178,52565
8178,45855
47246,52519
47246,51237
47246,52279
95080,49675
95080,49701
95080,50351
710054,25113
710054,23396
710054,52077
322406,50669
322406,50190
322406,52671
33341,52465
33341,50669
33341,52566
103041,51843
103041,33500
103041,49701
64148,48243
64148,52540
64148,50669
2080,52566
2080,46474
2080,48470
33395,52552
33395,52670
33395,50351
7549,51546
7549,33500
7549,29250
6326,51546
6326,51539
6326,52631
50297,51546
50297,49780
50297,52212
5803,52506
5803,52566
5803,51799
661635,52552
661635,21668
661635,51237
10498,52355
10498,52684
10498,51237
58374,52569
58374,49675
58374,52709
9751,52169
9751,52625
9751,51843
94332,51542
94332,50532
94332,50190
98955,44351
98955,45855
6099,50669
6099,52109
6099,52566
7691,52625
7691,52699
7691,50532
3155,52648
3155,29250
3155,52670
2736,21668
2736,52699
2736,52212
025146,52552
025146,51547
025146,52279
61713,21668
61713,52674
61713,52540
109242,52689
109242,52625
109242,52540
5139,52376
5139,49257
5139,52552
14830,51547
14830,52109
14830,52694
572947,52496
572947,25113
572947,47991
739945,48243
739945,52701
739945,47991
70037,23396
70037,50669
6915153,52625
6915153,47292
6915153,52565
0506486,23396
0506486,52709
0506486,51799
091562,52355
091562,21668
091562,49701
4173,52648
4173,52625
4173,51547
8059,51547
8059,51799
8059,52671
635645,52465
635645,52077
635645,52495
5010,52631
5010,49332
5010,52703
7780,52698
7780,52566
7780,45855
936952,21668
936952,52109
936952,52711
97973,52540
97973,50190
97973,52519
65225,52465
65225,52694
42605,51493
42605,52686
42605,50190
7693,48243
7693,33500
7693,44351
0686,46474
0686,52077
0686,40455
695627,49780
695627,52684
695627,45855
1782979,49780
1782979,50351
3014,21872
3014,49675
3014,49332
4067847,49257
4067847,52212
4067847,52631
275863,21872
275863,52506
275863,49286
5493809,52376
5493809,48243
5493809,52709
8497,52699
8497,51237
8497,48243
25209,50532
25209,52569
25209,52684
2934,51539
2934,52355
2934,51547
460160,47292
460160,52686
460160,52703
246567,47292
246567,52694
26590,52701
26590,51237
26590,52686
8683929,52625
8683929,48470
8683929,52694
578919,52711
578919,52109
578919,50351
7866102,52648
7866102,49675
7866102,50669
60023,23396
60023,52684
60023,49780
2519,52539
2519,52709
2519,47991
29752,49257
29752,52355
29752,52703
85920,52169
85920,49701
85920,52711
860857,52689
860857,40455
860857,52295
842731,52077
842731,51542
842731,52631
228280,52648
228280,52569
228280,52621
700447,52625
700447,21668
700447,51493
77246,51237
77246,51799
77246,50351
69868,52698
69868,51493
69868,52711
394600,52539
394600,52077
394600,40455
30561,52506
30561,51237
30561,52621
272970,52212
272970,50190
272970,47991
958210,52698
958210,52212
958210,46474
40415,52699
40415,45855
40415,50351
124893,52496
124893,52625
124893,52355
6204,52699
6204,52077
6204,52711
7802472,48210
7802472,47292
7802472,52670
3250,52465
3250,52669
3250,48470
149312,25113
149312,52674
149312,52506
81212,21872
81212,33500
81212,52540
3585272,46474
3585272,52109
3585272,51799
9086,52699
9086,52540
9086,52109
09704,46474
09704,49332
09704,52540
6462,52552
6462,52496
6462,52109
5072,52569
5072,51843
5072,40455
9706312,51843
9706312,33500
9706312,52279
134732,52703
134732,52699
134732,52519
4775,23396
4775,51237
4775,48470
89460,52496
89460,52694
89460,51542
149240,52376
149240,52625
149240,52669
269545,52625
269545,48470
269545,52703
8411,49257
8411,52625
8411,52684
084820,25113
084820,52077
084820,49257
666520,52674
666520,48243
666520,52212
6683947,52631
6683947,33500
6683947,52279
8798221,25113
8798221,52495
5060606,52169
5060606,52539
5060606,47991
9765,52674
9765,52670
9765,51799
36544,52621
36544,52670
34062,49332
34062,49286
34062,52279
838170,52699
838170,52684
838170,52669
15288,52698
15288,52506
15288,51799
2851973,52631
2851973,51493
2851973,51799
4965823,52648
4965823,29250
4965823,52077
018143,52552
018143,52689
018143,52671
0333,47292
0333,29250
0333,50532
8409580,51539
8409580,52077
8409580,52694
26552,52465
26552,52670
26552,25113
2017387,29250
2017387,52355
2017387,50532
3123,52169
3123,52565
3123,52621
8298,49701
8298,51542
8298,52703
28565,23396
28565,44351
28565,52703
9841,48243
9841,33500
9841,50669
15061,50532
15061,52701
15061,52670
889807,47292
889807,52701
889807,52279
21848,52376
21848,52465
21848,50351
8699,49780
8699,52566
8699,52295
300377,52648
300377,52698
300377,52565
3577096,25113
3577096,52506
3577096,51539
517301,52625
517301,52689
517301,47991
633915,52674
633915,52540
633915,52109
040155,48243
040155,47292
040155,52566
4820,49675
4820,51493
4820,52519
09672,49257
09672,52669
09672,51542
4073,46474
4073,52709
4073,52295
2817804,51843
2817804,52701
2817804,47991
217485,21872
217485,49332
217485,52631
87957,52552
87957,52699
87957,49701
3672,52552
3672,52109
3672,51542
898002,49675
898002,51493
898002,52621
005986,52569
005986,49701
005986,50351
8086912,25113
8086912,29250
8086912,47292
923981,52465
923981,52506
923981,49332
04782,51547
04782,52355
04782,52109
2277776,52569
2277776,52465
2277776,50190
002020,52689
002020,49332
002020,52109
009473,52674
009473,52355
009473,52709
0121182,52569
0121182,49780
0121182,52621
90202,51542
90202,52698
90202,49286
2269,52169
2269,50190
2269,52703
73742,47292
73742,52686
73742,51799
97314,25113
97314,50532
97314,52540
117664,21872
117664,50669
117664,52686
3096298,52552
3096298,25113
3096298,44351
7808707,52169
7808707,48243
7808707,45855
54909,47991
54909,52566
54909,52711
59885,52506
59885,23396
59885,49286
5745565,52496
5745565,52625
5745565,50351
4368,49675
4368,52701
4368,50351
8841966,50797
8841966,52701
8841966,52566
588623,48243
588623,50532
588623,45855
528217,46474
528217,21668
528217,48210
4836,21872
4836,52621
4836,48470
0021,51493
0021,49286
0021,52295
48291,29250
48291,52709
48291,52621
9309413,52569
9309413,52698
9309413,50669
99090,47292
99090,52709
99090,50190
3363198,25113
3363198,52625
3363198,52295
0495,52465
0495,49675
0495,52631
4633139,52376
4633139,52565
4633139,52631
3917992,21872
3917992,52569
3917992,52694
4130938,52648
4130938,52539
4130938,52694
034623,21872
034623,52506
034623,52077
7710,29250
7710,49332
7710,52711
342254,25113
342254,52540
342254,50351
68655,49257
68655,52684
68655,47991
4635,49675
4635,50669
4635,52699
0811705,46474
0811705,52621
0811705,50351
5282,52279
5282,52077
5282,52671
3755393,52169
3755393,46474
3755393,52540
99607,51546
99607,48210
7319427,49780
7319427,49701
7319427,52703
1140710,49286
1140710,51542
1140710,50190
020296,52495
020296,52295
020296,40455
601616,25113
601616,51843
601616,52495
0086509,52686
0086509,49701
0086509,48470
62223,52376
62223,46474
62223,52648
6005507,51799
6005507,48470
6005507,52711
19094,49701
19094,52077
19094,52669
703007,52169
703007,52674
703007,52699
3730,52496
3730,25113
869644,52506
869644,52701
869644,45855
456523,52631
456523,52703
456523,47991
4958420,50797
4958420,52701
4958420,52631
405527,29250
405527,48243
405527,52670
6725,52496
6725,52569
6725,49675
6455,52212
6455,49701
6455,51799
95014,52355
95014,52621
95014,52703
73178,52496
73178,49675
73178,52686
5891943,52569
5891943,52631
98507,52376
98507,23396
98507,40455
2382485,49257
2382485,49332
2382485,52519
058651,52169
058651,52506
058651,48470
9158,51546
9158,23396
9158,50190
33630,52169
33630,52674
33630,52711
4870223,21872
4870223,49701
4870223,51799
7642496,52552
7642496,49701
7642496,40455
46801,49257
46801,21668
46801,51799
8307,50532
8307,52077
8307,52295
546857,49257
546857,52699
546857,52709
8142187,52711
8142187,52669
8142187,40455
39389,33500
39389,51493
6220706,52689
6220706,52674
6220706,48243
2016597,47292
2016597,52684
2016597,47991
06339,46474
06339,49780
06339,52701
140185,52355
140185,52621
140185,52566
908418,50351
908418,33500
908418,52711
4260279,25113
4260279,52506
4260279,52684
559896,49257
559896,49332
559896,51493
839483,52689
839483,52506
839483,49332
55360,52703
55360,47292
55360,52711
4436345,52355
4436345,52565
4436345,52295
9367802,25113
9367802,52621
41174,52552
41174,52698
41174,50797
7459596,51547
7459596,52540
7459596,40455
20619,52376
20619,51493
20619,49701
36883,48210
36883,51843
36883,52694
50843,52703
50843,49286
50843,51799
4919713,52506
4919713,50190
4919713,52519
0412501,48243
0412501,49332
0412501,45855
9457573,52699
9457573,23396
9457573,52631
0988,49257
0988,50532
0988,52621
9294972,52465
9294972,21668
7773782,52648
7773782,52569
7773782,52565
6494,25113
6494,47292
6494,49257
06180,52212
06180,52686
06180,47991
044183,52376
044183,48243
044183,52709
4921320,21872
4921320,52539
4921320,47292
802235,52698
802235,51547
802235,52703
1504,23396
1504,51542
1504,52519
753681,50797
753681,52295
753681,52631
7363526,49675
7363526,52109
7363526,52566
918200,29250
918200,52621
918200,48470
326837,29250
326837,50532
326837,48470
96545,21872
96545,51493
96545,52295
7407,47991
7407,52621
7407,52295
7034,52569
7034,46474
7034,45855
775666,50532
775666,52694
775666,50351
4103,29250
4103,52506
4103,52519
1455657,52539
1455657,50190
1455657,52671
2091988,51539
2091988,52694
2091988,50351
5869138,48243
5869138,52669
5869138,52711
983007,46474
983007,49332
983007,52566
7285945,49257
7285945,50797
7285945,51542
4227121,52376
4227121,52701
4227121,51237
6716,52698
6716,48210
6716,51542
98980,52698
98980,49286
98980,50190
7989,52539
7989,52077
7989,52670
79760,52465
79760,48210
79760,51237
2922,52648
2922,52684
2922,52540
4157392,52169
4157392,48470
4157392,52711
9410,52698
9410,45855
9410,52495
3942144,52625
3942144,51843
3942144,52669
5663,51237
5663,51542
5663,52295
7619378,51539
7619378,52670
7619378,52279
347793,52506
347793,52621
347793,44351
15828,51539
15828,50669
15828,52519
083198,52212
083198,52109
083198,52566
97411,52496
97411,52169
97411,52684
5070,52648
5070,33500
5070,51799
8002,52631
8002,50351
8002,45855
657920,49257
657920,51237
657920,45855
8801871,52684
8801871,52540
8801871,49701
09130,51546
09130,51843
09130,40455
1709069,52506
1709069,49701
1709069,52621
040581,51843
040581,50532
040581,51237
2492331,49257
2492331,50797
2492331,25113
0850031,49675
0850031,52709
0850031,48243
099816,50351
099816,51843
099816,52295
2995700,52621
2995700,50190
2995700,52519
9632,52169
9632,51539
9632,52669
9843136,52569
9843136,52674
9843136,52669
1968525,29250
1968525,49675
1968525,33500
432265,33500
432265,52709
432265,48470
9662764,52552
9662764,33500
9662764,52631
0091490,48243
0091490,23396
0091490,51493
69113,52496
69113,52569
69113,51547
3098005,25113
3098005,52686
3098005,50190
49439,52495
49439,51542
49439,50190
0005740,52698
0005740,52565
0005740,49286
671081,52625
671081,48243
671081,52701
69362,52376
69362,51493
69362,52670
558152,48243
558152,52709
558152,52631
1119455,52506
1119455,51539
1119455,47991
7499855,52552
7499855,52569
7499855,52495
91058,52169
91058,51547
91058,52295
39809,49257
39809,48470
39809,49286
8507628,52689
8507628,52709
8507628,52109
71684,51546
71684,50797
71684,45855
4958,52506
4958,51547
4958,50532
154140,52625
154140,49675
154140,52689
9454723,52355
9454723,48243
9454723,33500
0258625,51843
0258625,52621
0258625,52669
4165,52689
4165,49701
4165,52279
89463,52552
89463,52670
89463,52495
270837,52625
270837,51237
270837,25113
3850,21668
3850,51542
3850,52295
4451,52674
4451,50532
4451,52212
9981,52674
9981,52506
9981,52711
7218,21872
7218,51546
7218,52648
652105,51547
652105,51799
79272,25113
79272,52539
79272,51237
4519191,52355
4519191,52077
4519191,52621
7065917,25113
7065917,52684
7065917,44351
93752,52465
93752,52670
93752,51799
7055,23396
7055,52565
7055,52669
2471,52648
2471,23396
2471,52540
3556879,52625
3556879,52169
3556879,44351
4755247,21872
4755247,51546
4755247,52495
0184,29250
0184,51547
0184,52703
92504,52552
92504,51547
92504,51542
3328,52648
3328,49286
3328,45855
7943520,52496
7943520,52540
7943520,51799
0767756,51843
0767756,47292
0767756,52279
705219,47991
705219,52566
705219,52495
23130,46474
23130,51539
23130,52701
4593516,52552
4593516,52506
4593516,52566
40589,52674
40589,52109
40589,52703
7805290,52698
7805290,50797
7805290,49286
5961792,52506
5961792,52212
5961792,52295
8690923,51493
8690923,50797
8690923,52671
2781281,51546
2781281,51843
5346,52506
5346,49332
5346,52566
873349,52496
873349,51546
873349,52711
507911,52625
507911,52540
507911,52621
5197293,52552
5197293,52698
5197293,52212
56212,21872
56212,49257
56212,52686
5122066,52109
5122066,48470
5122066,52279
833304,52376
833304,52699
833304,52670
494851,52625
494851,48243
494851,52295
26897,52496
26897,47292
26897,52540
4569979,25113
4569979,48210
4569979,51546
3084991,25113
3084991,52689
3084991,40455
2083291,52701
2083291,48210
2083291,52669
80578,52496
80578,52565
80578,52519
9020398,52699
9020398,52540
9020398,52566
271380,52648
271380,49257
271380,52699
83627,50532
83627,40455
83627,52671
74524,52625
74524,52077
74524,52709
34320,21668
34320,50190
34320,52711
1099,29250
1099,52566
1099,45855
3740,52684
3740,50532
3740,45855
1404027,52496
1404027,50669
1404027,52376
757043,48210
757043,33500
757043,21668
1681,52689
1681,51843
1681,52694
0789614,48210
0789614,49780
4719,49701
4719,52669
4719,45855
0698,51546
0698,50532
0698,51237
2992523,52552
2992523,21668
2992523,50797
177072,48243
177072,52212
177072,48470
3206935,52648
3206935,49780
3206935,52703
7605,51542
7605,50669
7605,49286
031395,49257
031395,40455
031395,52671
7203,52496
7203,51843
7203,52703
4724,52109
4724,51799
4724,52671
9307648,52376
9307648,51493
9307648,52295
1698331,52698
1698331,21668
1698331,52295
23691,51493
23691,52109
23691,52703
882673,50797
882673,49701
882673,52670
847932,52376
847932,52077
847932,48470
7913851,40455
7913851,52077
7913851,44351
96118,52709
96118,52109
96118,52631
649665,51546
649665,49286
649665,52694
6485900,51546
6485900,51539
6485900,49286
4794,52465
4794,44351
4794,52671
958006,52496
958006,52506
958006,52684
2163705,52506
2163705,45855
2163705,52671
4427226,49332
4427226,48243
4427226,50532
068204,52539
068204,52495
068204,52279
991732,52698
991732,52674
991732,52699
5344067,52699
5344067,52109
5344067,40455
257231,52295
257231,52694
257231,52703
8620,52552
8620,49675
8620,49780
3154125,52169
3154125,52212
3154125,47991
6360783,52689
6360783,52355
6360783,49780
14736,25113
14736,51546
14736,50669
6212,52625
6212,52565
6212,52621
9803,52671
9803,48210
9803,44351
52363,52689
52363,48210
52363,48243
6007031,51546
6007031,52711
6007031,52703
4797922,52689
4797922,52684
9033892,52569
9033892,49701
9033892,52519
093634,52625
093634,48243
093634,33500
5084756,49675
5084756,52669
5084756,50351
46072,52496
46072,52669
79742,52169
79742,48210
79742,51539
4538,52552
4538,51547
4538,52684
4334,52539
4334,51493
4334,52566
1508,23396
1508,50797
1508,52540
4256,46474
4256,52709
4256,44351
92101,52648
92101,49701
92101,52711
54495,48243
54495,52540
54495,52709
980703,52376
980703,52674
980703,52631
2915,52689
2915,49780
2915,52709
2264,51237
2264,52670
2264,52295
8064121,52648
8064121,52355
8064121,50797
64588,52709
64588,52698
64588,50669
3208408,21872
3208408,49332
3208408,45855
3624,50532
3624,51843
3624,49332
2465,52698
2465,52506
2465,52709
090094,52674
090094,52565
090094,51799
050364,48243
050364,52684
050364,52671
086369,52689
086369,52694
086369,47991
6682,29250
6682,47292
6682,52671
30572,52648
30572,52496
30572,51237
696384,21668
696384,48470
90364,52465
90364,48210
612077,50351
612077,52506
612077,40455
5875393,51547
5875393,52539
5875393,45855
9983,52648
9983,51237
9983,52077
3065,52540
3065,50797
3065,52621
2786,52376
2786,52699
2786,51843
624973,51539
624973,44351
624973,52631
06428,33500
06428,52565
06428,40455
78518,52689
78518,52355
78518,49332
16592,52169
16592,52694
16592,52671
6363,52212
6363,50190
6363,52295
5471918,25113
5471918,44351
5471918,52519
3660458,47991
3660458,52566
3660458,52711
600380,52684
600380,52670
600380,51799
7363278,51843
7363278,52355
7363278,52670
396337,52684
396337,52540
396337,40455
48209,52506
48209,49675
48209,52621
437699,52565
437699,49286
437699,50190
8960741,46474
8960741,49780
8960741,52686
9202011,52698
9202011,49701
9202011,52565
39819,49257
39819,48210
39819,33500
662187,46474
662187,45855
662187,52495
5130237,52689
5130237,48243
5130237,52566
1330,52496
1330,52540
1330,40455
7501216,29250
7501216,51547
7501216,52669
83979,52376
83979,51843
83979,51542
16758,52355
16758,51542
16758,52279
3923942,51843
3923942,52540
3923942,52711
5157,48210
5157,52540
5157,29250
65599,50532
65599,23396
65599,44351
86204,52355
86204,49701
86204,50190
963073,52552
963073,52565
963073,52495
9576,52669
9576,44351
9576,52711
9569,33500
9569,51843
9569,49780
1134574,52689
1134574,51237
1134574,49257
90263,49332
90263,52621
90263,52703
308764,29250
308764,51542
308764,52519
59446,52519
59446,52109
59446,44351
4240,51843
4240,33500
4240,52621
872176,52539
872176,47292
872176,51493
110248,49257
110248,52686
110248,52279
733210,52496
733210,52698
733210,52670
31664,52698
31664,52355
31664,50532
157788,48210
157788,51546
157788,52279
1361373,52699
1361373,50669
1361373,52495
3471,52540
3471,52701
5795738,21872
5795738,52699
5795738,50797
451157,52552
451157,52496
451157,46474
28388,52569
28388,52698
28388,52631
409176,51539
409176,49780
409176,44351
951655,52552
951655,21668
951655,47292
160571,52496
160571,29250
160571,51237
1163043,52552
1163043,52496
1163043,44351
00554,51547
00554,52355
00554,51799
7629090,51547
7629090,23396
7629090,52077
9314895,52465
9314895,52565
9314895,49257
21618,50669
21618,52669
21618,52295
882039,52569
882039,52539
882039,51843
403674,52674
403674,52212
403674,52540
7765,52539
7765,48243
7765,52279
5854694,52496
5854694,52569
5854694,40455
754045,47991
754045,50190
754045,52671
7601,52496
7601,46474
7601,51547
6472,52674
6472,49332
6472,48470
0475297,51237
0475297,49780
0475297,52565
7369460,51546
7369460,50669
7369460,52671
4094744,52355
4094744,47292
4094744,50797
9133558,49257
9133558,49675
9133558,40455
7802317,52212
7802317,52109
7802317,52519
5998380,52376
5998380,49332
5998380,44351
6044296,52689
6044296,51843
6044296,48470
4055,49332
4055,52566
4055,52295
882754,52569
882754,51843
3136276,52376
3136276,48210
3136276,52279
8358298,21872
8358298,33500
8358298,52295
9318,49257
9318,52670
9318,52295
193927,48470
193927,52670
193927,51799
70588,49780
70588,52295
70588,52671
6383019,49257
6383019,52109
6383019,52670
86408,48243
86408,52701
86408,45855
433971,52496
433971,51546
433971,21668
5836032,45855
5836032,52565
5836032,52671
079518,49257
079518,47292
079518,52703
4164855,52569
4164855,52355
4164855,21668
9213453,52698
9213453,51843
9213453,21668
0707,49332
0707,52621
0707,45855
90820,51546
90820,51547
90820,50669
1497,51493
1497,48243
1497,50797
0560401,29250
0560401,48243
0560401,50669
74250,52625
74250,49332
74250,21668
135216,52552
135216,52540
135216,52703
7801480,52496
7801480,52077
7801480,51542
7690489,52506
7690489,52565
7690489,52711
1490818,49675
1490818,47292
1490818,52621
32489,49332
32489,50669
32489,52621
5623,52465
5623,52506
5623,48470
09280,51547
09280,52077
09280,52703
2706,49257
2706,52669
2706,52711
4480,52670
4480,51542
4480,45855
4456,52625
4456,52465
4456,52686
3898462,52699
3898462,52539
3898462,52670
9074494,51547
9074494,50190
9074494,50351
0272990,48243
0272990,45855
0921,52569
0921,49780
0921,52709
721384,52569
721384,46474
721384,23396
034214,25113
034214,48243
034214,51237
8278002,52077
8278002,49286
8278002,52519
901097,46474
901097,52701
901097,52694
2950140,52169
2950140,52699
2950140,52689
45493,46474
45493,47292
45493,52671
16985,52212
16985,52694
16985,52519
3051743,52376
3051743,48210
3051743,33500
38387,50669
38387,52674
38387,49701
4814,48243
4814,52621
4814,52279
9393,46474
9393,52540
9393,52519
6655,52552
6655,51237
6655,52670
604220,52376
604220,50669
604220,52703
2679548,49257
2679548,52539
2679548,33500
93343,51237
93343,52621
93343,51542
7193642,29250
7193642,52212
7193642,44351
0872,49257
0872,52698
0872,49332
3415,52699
3415,45855
3415,52295
6931,21872
6931,51493
6931,52631
7392610,52689
7392610,47292
7392610,52671
2505,52496
2505,52648
2505,49286
5334881,52699
5334881,21668
5334881,52279
5785609,52496
5785609,49701
5785609,44351
7487862,51547
7487862,21668
7487862,50797
2099930,52711
2099930,52077
2099930,51799
73754,52376
73754,52539
73754,49701
9844,52169
9844,47292
9844,52212
23892,52169
23892,51539
23892,52539
5936053,52569
5936053,46474
5936053,51547
8706232,52625
8706232,49675
8706232,49286
459192,49675
459192,52699
459192,52671
6805720,52699
6805720,51542
6805720,51799
5622,52709
5622,50669
5622,51542
024208,52376
024208,48243
024208,52519
6815490,50797
6815490,52670
6815490,45855
46315,52648
46315,51493
46315,52669
96287,52674
96287,50797
96287,50669
39365,52376
39365,52684
39365,51542
3807122,29250
3807122,21668
3807122,52709
6965732,52689
6965732,52506
6965732,49286
895089,49332
895089,52621
895089,51542
015798,21668
015798,48470
015798,52279
976057,52169
976057,48243
976057,47292
8803979,52506
8803979,21668
3820524,23396
3820524,52684
2332,46474
2332,51237
2332,52709
0380730,51542
0380730,52694
0380730,49286
63323,52169
63323,52669
63323,52670
32756,52465
32756,48210
32756,52212
87067,52506
87067,49675
87067,52212
4097229,51539
4097229,49780
4097229,52295
1328,52376
1328,52569
1328,29250
9256,52552
9256,25113
9256,51542
3524295,52212
3524295,51237
3524295,52671
386582,51539
386582,33500
386582,52212
2473,49257
2473,52699
2473,52684
178109,52552
178109,52709
178109,52109
761392,33500
761392,52686
761392,51799
0971119,51546
0971119,52684
0971119,50532
1515278,52169
1515278,52709
1515278,52694
302498,52552
302498,49257
302498,52506
2958103,52569
2958103,29250
2958103,51493
720265,52169
720265,21668
720265,52711
23429,52569
23429,52698
23429,51546
149338,52625
149338,49675
7221,51843
7221,23396
7221,52703
0405915,33500
0405915,50669
0405915,44351
5257549,49257
5257549,51539
5257549,52686
142350,52355
142350,52670
142350,45855
0492,46474
0492,49675
0492,49780
4826859,52648
4826859,52684
4826859,52694
2176,51542
2176,52701
2176,52694
84482,21872
84482,51493
84482,50351
009813,52669
009813,52519
2899841,25113
2899841,52698
2899841,51799
6035855,21872
6035855,52569
6035855,52465
023978,51843
023978,52109
023978,48470
55414,52698
55414,52212
979207,52552
979207,23396
979207,51542
607473,49701
607473,48470
607473,52295
29761,52689
29761,25113
29761,40455
286362,52625
286362,52355
286362,52212
4623717,52648
4623717,49701
5954402,52569
5954402,50190
5954402,44351
0889,52355
0889,52694
0889,52519
707177,52569
707177,52169
707177,52495
8584787,52552
8584787,52539
8584787,49332
140684,52569
140684,52506
140684,52279
897157,52698
897157,51493
897157,40455
7402278,52689
7402278,52109
7402278,51542
0639,21872
0639,52698
0639,52631
59459,49286
59459,52077
59459,52621
4284355,52684
4284355,52519
4284355,52711
804502,52169
804502,48210
804502,33500
2737,52625
2737,48243
2737,50797
687108,52355
687108,51542
687108,52703
53452,52552
53452,52669
53452,52295
440635,52569
440635,50190
440635,40455
2682347,52631
2682347,52689
2682347,45855
502966,52552
502966,52625
502966,52689
85224,49780
85224,50669
85224,52566
2357,51539
2357,49780
2357,52295
77502,29250
77502,52621
77502,52566
0722897,52552
0722897,52109
0722897,52631
1302,49257
1302,52169
1302,52711
8046223,52465
8046223,52709
8046223,52703
80728,52376
80728,49780
80728,52684
48026,52539
48026,52621
48026,44351
94596,52552
94596,49780
94596,51799
15802,49701
15802,52109
15802,44351
70919,49332
70919,52540
70919,51799
90312,52552
90312,52376
90312,52519
31518,23396
31518,48470
31518,52703
54025,52539
54025,47292
54025,52686
77773,52169
77773,52539
77773,51843
4867551,52376
4867551,52506
4867551,49780
6680,52519
6680,50190
6680,52711
17999,52376
17999,52689
17999,52540
31730,52539
31730,51539
31730,51799
645674,48243
645674,52540
645674,47991
51949,51546
51949,52670
64944,50351
64944,49286
64944,52631
5526523,48210
5526523,50532
5526523,52540
8027,49675
8027,49780
8027,52565
944750,29250
944750,50532
944750,51799
2325341,52694
2325341,50669
2325341,52670
0731232,52684
0731232,52109
0731232,52694
536984,52569
536984,51237
536984,50190
8011173,52648
8011173,48210
8011173,44351
27448,21872
27448,49780
27448,52495
19109,52465
19109,52109
19109,52703
2991877,52566
2991877,51542
2991877,50190
166134,52689
166134,51843
166134,52565
17338,52698
17338,52703
17338,51799
0998,52169
0998,52674
0998,51493
55449,51546
55449,52699
55449,51547
0340244,48210
0340244,52674
0340244,29250
4007,51493
4007,50532
4007,52077
383880,52689
383880,52279
383880,44351
8945,52569
8945,52566
8945,47991
876813,52279
876813,51237
876813,52703
880979,52698
880979,51546
880979,40455
243932,33500
243932,50669
243932,52686
69096,52698
69096,46474
69096,52279
382562,25113
382562,52109
382562,52295
90014,52674
90014,52565
90014,52701
0251841,52625
0251841,51547
0251841,21668
6753772,50532
6753772,48470
6753772,45855
0516,52684
0516,51542
0516,52711
4551142,52648
4551142,21872
4551142,52212
81695,52496
81695,52689
81695,52621
5599800,21872
5599800,52625
5599800,33500
18356,52689
18356,52109
18356,52671
89974,50532
89974,51493
89974,52669
73721,52689
73721,52698
73721,50797
161026,52566
161026,51546
161026,51542
5060133,47292
