,movie_id,language_id
6859,10164,52711
6860,10164,52279
6861,42048,52711
6862,62001,52711
6863,62001,52694
6864,62001,52674
6865,62001,52670
6866,28117,52711
6867,40555,52711
6868,28384,52711
6869,46691,52711
6870,27094,52711
6871,26725,52711
6872,26725,52694
6873,17168,52711
6874,48482,52711
6875,56179,52711
6876,56179,52674
6877,5203,52711
6878,5203,52621
6879,13201,52711
6880,9689,52671
6881,9689,52711
6882,557,52711
6883,44768,52566
6884,1815,52711
6885,1815,52674
6886,55106,52711
6887,28289,52711
6888,32037,52711
6889,32037,52694
6890,32037,52674
6891,32037,52540
6892,39154,52711
6893,24767,52711
6894,33796,52711
6895,32221,52711
6896,28466,52670
6897,28466,52711
6898,12227,52711
6899,43643,52711
6900,10985,52711
6901,10985,52703
6902,10985,52621
6903,2251,52711
6904,2251,52694
6905,2894,52694
6906,20712,52711
6907,11240,52711
6908,46592,52686
6909,45186,52711
6910,86483,52674
6911,5425,52703
6912,14117,52711
6913,38360,52686
6914,29318,52711
6915,28907,52711
6916,39771,52711
6917,245,52711
6918,1894,52711
6919,4012,52711
6920,4012,52295
6921,4012,52279
6922,9026,52674
6923,9026,52711
6924,42193,52711
6925,15417,52711
6926,11791,52711
6927,28577,52711
6928,13963,52711
6929,23102,52711
6930,23102,52670
6931,1957,52711
6932,320,52711
6933,9023,52711
6934,27834,52694
6935,27834,52711
6936,17734,52711
6937,24010,52711
6938,39435,52711
6939,24005,52711
6940,44800,52711
6941,24014,52569
6942,24014,52711
6943,24014,52694
6944,24014,52674
6945,24014,52703
6946,24008,52711
6947,53229,52711
6948,1936,52711
6949,4614,52569
6950,4614,52711
6951,4614,52686
6952,4614,52631
6953,4614,52674
6954,12277,52711
6955,267345,52711
6956,112991,52711
6957,15677,52711
6958,58455,52711
6959,58455,52703
6960,36554,52711
6961,36554,52674
6962,48216,52694
6963,48216,52711
6964,48216,52686
6965,41165,52711
6966,13153,52711
6967,811,52711
6968,811,52674
6969,43532,52711
6970,163907,52711
6971,7216,52703
6972,7216,52212
6973,3132,52711
6974,9583,52711
6975,18408,52711
6976,2501,52711
6977,2501,52694
6978,2501,52674
6979,2501,52689
6980,2501,52703
6981,9637,52711
6982,12100,52711
6983,12100,52566
6984,16857,52711
6985,52258,52711
6986,10394,52711
6987,27451,52711
6988,15813,52684
6989,15813,52711
6990,15813,52674
6991,15813,49257
6992,31591,52711
6993,18905,52711
6994,14774,52711
6995,14774,52674
6996,4993,52711
6997,4993,52694
6998,27052,52689
6999,34130,52711
7000,38950,52711
7001,17898,52711
7002,17898,52674
7003,17898,52703
7004,21635,52711
7005,27945,52711
7006,43139,52711
7007,30194,52711
7008,10169,52711
7009,27225,52711
7010,13909,52711
7011,103299,52711
7012,41805,52711
7013,41805,52694
7014,35696,52711
7015,11544,52711
7016,180,52711
7017,180,52540
7018,9555,52711
7019,57022,52711
7020,17710,52711
7021,2022,52711
7022,50035,52711
7023,9719,52711
7024,11982,52711
7025,27224,52711
7026,12251,52711
7027,88818,52711
7028,30114,52703
7029,30114,52711
7030,70489,52711
7031,21972,52711
7032,608,52711
7033,59387,52711
7034,26290,52711
7035,17043,52711
7036,6278,52711
7037,4147,52711
7038,16664,52566
7039,14651,52694
7040,96238,52711
7041,15096,52711
7042,19731,52711
7043,20324,52711
7044,49370,52711
7045,14902,52711
7046,42254,52694
7047,42254,52674
7048,1842,52711
7049,2721,52711
7050,2721,52694
7051,2721,52686
7052,11442,52711
7053,1364,52711
7054,1364,52694
7055,1364,52674
7056,1364,52670
7057,8869,52711
7058,8665,52711
7059,10996,52711
7060,818,52711
7061,818,52566
7062,818,52674
7063,818,52694
7064,18357,52711
7065,29047,52711
7066,45861,52671
7067,39141,52711
7068,39141,52694
7069,33152,52711
7070,149445,52711
7071,149445,52674
7072,10309,52569
7073,10309,52674
7074,6404,52711
7075,6404,52674
7076,19133,52711
7077,43199,52711
7078,43915,52711
7079,24130,52711
7080,43445,52703
7081,36645,52569
7082,36645,52689
7083,36645,52711
7084,36645,52694
7085,36645,52674
7086,36645,52703
7087,5155,52703
7088,23728,52711
7089,23728,52703
7090,3780,52566
7091,10786,52711
7092,8764,52711
7093,8764,52674
7094,13908,52711
7095,2675,52711
7096,2675,52621
7097,12308,52703
7098,9488,52711
7099,9962,52711
7100,9573,52711
7101,9573,52670
7102,7451,52684
7103,7451,52711
7104,7451,52674
7105,7451,52670
7106,7451,52686
7107,2750,52711
7108,30586,52711
7109,61112,52694
7110,61112,52711
7111,92384,52711
7112,43772,52709
7113,20337,52711
7114,27062,52671
7115,27062,52686
7116,34070,52540
7117,6173,52694
7118,10305,52694
7119,42337,52694
7120,18694,52711
7121,10081,52711
7122,11484,52711
7123,11692,52711
7124,9266,52711
7125,3640,52674
7126,3640,52703
7127,8653,52465
7128,30072,52711
7129,9357,52711
7130,12771,52670
7131,12771,52711
7132,9296,52711
7133,15070,52711
7134,26942,52711
7135,206042,52711
7136,206042,52674
7137,26895,52566
7138,60608,52694
7139,97447,52569
7140,97447,52694
7141,11243,52711
7142,11243,52694
7143,19975,52711
7144,10323,52711
7145,9595,52711
7146,28319,52711
7147,28319,52674
7148,28319,52703
7149,28319,52670
7150,46878,52711
7151,24750,52711
7152,31393,52711
7153,24038,52711
7154,9941,52711
7155,9941,52670
7156,18639,52711
7157,39833,52711
7158,32858,52711
7159,3127,52711
7160,3127,50797
7161,10859,52711
7162,32825,52711
7163,10725,52711
7164,9544,52711
7165,9544,52686
7166,23967,52711
7167,23967,52694
7168,57351,52711
7169,26165,52670
7170,31514,52694
7171,13571,52711
7172,26056,52711
7173,13536,52711
7174,20616,52711
7175,79319,52711
7176,16806,52711
7177,15516,52711
7178,9299,52670
7179,113369,52670
7180,113369,52711
7181,10611,52711
7182,12770,52711
7183,4108,52711
7184,4108,52694
7185,4108,52671
7186,55903,52694
7187,46466,52694
7188,9685,52711
7189,87481,52671
7190,16370,52711
7191,18913,52711
7192,14361,52711
7193,41021,52711
7194,18943,52711
7195,32685,52711
7196,64079,52711
7197,18477,52711
7198,12262,52711
7199,33506,52711
7200,29515,52711
7201,41582,52711
7202,50382,52711
7203,50382,52674
7204,42633,52711
7205,26680,52711
7206,34086,52711
7207,11504,52711
7208,23470,52711
7209,977,52711
7210,233,52711
7211,19049,52711
7212,5506,52711
7213,32961,52711
7214,32961,52694
7215,32961,52621
7216,32568,52711
7217,29698,52711
7218,22244,52711
7219,19460,52670
7220,575,52674
7221,10550,52711
7222,10550,52670
7223,9034,52711
7224,9093,52711
7225,9039,52711
7226,1958,52694
7227,23550,52703
7228,23550,52109
7229,68569,52711
7230,318535,52711
7231,11013,52711
7232,129,52566
7233,11529,52711
7234,10771,52519
7235,10771,52711
7236,38951,52711
7237,55018,52711
7238,44635,52711
7239,44635,52686
7240,31005,52711
7241,31005,52295
7242,50123,52711
7243,2110,52694
7244,2110,52566
7245,2110,52686
7246,15173,52684
7247,15173,52711
7248,9533,52711
7249,38866,52711
7250,4107,52711
7251,4107,51493
7252,10575,52711
7253,10575,52703
7254,47500,52711
7255,15720,52711
7256,9260,52711
7257,21828,52711
7258,21828,52703
7259,1682,52566
7260,39462,52566
7261,18983,52711
7262,41971,52694
7263,41971,52711
7264,33831,52711
7265,24348,52711
7266,24348,52670
7267,19140,52711
7268,82545,52711
7269,37606,52711
7270,34600,52711
7271,39128,52711
7272,11868,52711
7273,12921,52711
7274,19953,52711
7275,53049,52711
7276,10772,52703
7277,77079,52711
7278,77079,52703
7279,77079,52670
7280,74899,52711
7281,12719,52711
7282,25001,52711
7283,43438,52711
7284,3092,52711
7285,4989,52711
7286,15313,52711
7287,12590,52711
7288,7501,52684
7289,7501,52711
7290,1809,52711
7291,1809,52674
7292,13768,52711
7293,13768,52694
7294,10994,52711
7295,1430,52711
7296,19973,52711
7297,40815,52694
7298,12600,52566
7299,8051,52711
7300,70443,52694
7301,12779,52703
7302,12779,52355
7303,12779,52711
7304,146269,52711
7305,15992,52703
7306,15992,52711
7307,1613,52711
7308,565,52711
7309,14112,52711
7310,41324,52711
7311,15192,52711
7312,15192,52670
7313,49872,52711
7314,49872,52703
7315,21925,52711
7316,30309,52711
7317,16646,52686
7318,37288,52465
7319,20861,52711
7320,12647,52711
7321,12647,52703
7322,12477,52566
7323,10285,52711
7324,19403,52711
7325,11009,52711
7326,11009,52703
7327,10805,52711
7328,10805,52670
7329,40064,52711
7330,40064,50797
7331,17496,52711
7332,40969,52711
7333,76411,52711
7334,5917,52711
7335,31278,52711
7336,33670,52711
7337,47942,52711
7338,33076,52711
7339,44932,52279
7340,15668,52711
7341,30709,52711
7342,19429,52711
7343,19429,52674
7344,140413,52711
7345,21294,52711
7346,11340,52703
7347,42142,52674
7348,11644,52711
7349,33721,52711
7350,36133,52711
7351,36133,52694
7352,24124,52711
7353,34697,52674
7354,34697,52711
7355,8691,52670
7356,8691,52703
7357,53922,52711
7358,66592,52711
7359,66592,52674
7360,6399,52703
7361,25773,52711
7362,19123,52694
7363,19123,52703
7364,19123,52670
7365,26560,52711
7366,36220,52711
7367,225,52669
7368,24274,52711
7369,33016,52711
7370,26444,52711
7371,19114,52711
7372,17205,52711
7373,24740,52711
7374,10863,52711
7375,10863,52674
7376,31679,52711
7377,15900,52711
7378,15900,52674
7379,12237,52711
7380,12237,52674
7381,15901,52711
7382,15901,52674
7383,15902,52711
7384,15904,52711
7385,97251,52711
7386,97251,52674
7387,12579,52694
7388,85058,52711
7389,23668,52711
7390,70971,52711
7391,25113,52711
7392,28893,52711
7393,11646,52711
7394,5062,52694
7395,24634,52711
7396,16124,52711
7397,21764,52711
7398,22435,52540
7399,42149,52711
7400,37936,52711
7401,73247,52711
7402,38255,52506
7403,46364,52711
7404,27016,52711
7405,35685,52711
7406,38665,52711
7407,265,52674
7408,2264,52674
7409,21874,52711
7410,41394,52711
7411,47957,52711
7412,31407,52669
7413,16471,52711
7414,63443,52711
7415,22171,52711
7416,39874,52711
7417,25468,52711
7418,19507,52711
7419,29072,52711
7420,75596,52711
7421,42146,52711
7422,17450,52711
7423,47886,52703
7424,47886,52711
7425,47886,52670
7426,31646,52711
7427,14269,52711
7428,41280,52711
7429,1672,52694
7430,35935,52711
7431,35935,52694
7432,9645,52711
7433,9645,52703
7434,9645,52670
7435,9012,52711
7436,13098,52711
7437,13098,52674
7438,13440,52569
7439,13440,52711
7440,13440,52694
7441,13440,52674
7442,12454,52569
7443,12454,52711
7444,12454,52694
7445,31668,52711
7446,31668,52674
7447,41645,52711
7448,41645,52670
7449,1360,52711
7450,1360,52694
7451,1360,52686
7452,13441,52674
7453,13441,52711
7454,45767,52711
7455,14626,52694
7456,14626,52703
7457,14626,52686
7458,48155,52670
7459,48155,52711
7460,12208,52566
7461,12208,52711
7462,12208,52694
7463,12208,52674
7464,11905,52711
7465,1941,52711
7466,26685,52711
7467,26685,52703
7468,31918,52711
7469,31918,52686
7470,19662,52711
7471,8427,52711
7472,8427,52279
7473,8427,52686
7474,9021,52711
7475,28988,52709
7476,13526,52711
7477,9280,52711
7478,9280,52694
7479,9280,52670
7480,65,52711
7481,117520,52694
7482,10712,52711
7483,27204,52711
7484,27204,52694
7485,27204,52295
7486,152023,52711
7487,10167,52711
7488,672,52711
7489,16351,52711
7490,16351,52694
7491,16351,52674
7492,16351,52109
7493,542,52670
7494,30192,52711
7495,33251,52465
7496,25466,52670
7497,2165,52711
7498,25037,52711
7499,25037,52694
7500,25037,52674
7501,11617,52703
7502,24909,52711
7503,34341,52711
7504,18993,52711
7505,53000,52711
7506,53000,52279
7507,29229,52711
7508,11880,52711
7509,63435,52711
7510,80849,52674
7511,80849,52279
7512,80849,52540
7513,1377,52711
7514,1377,52703
7515,11629,52711
7516,2528,52694
7517,12716,52694
7518,12717,52694
7519,13888,52711
7520,48524,52694
7521,10750,52711
7522,44247,52711
7523,45226,52711
7524,96966,52711
7525,25566,52711
7526,109962,52711
7527,13386,52703
7528,43089,52711
7529,47888,52711
7530,20472,52711
7531,9538,52711
7532,9538,52674
7533,14664,52711
7534,27997,52711
7535,49934,51546
7536,84735,52711
7537,9317,52694
7538,12528,52694
7539,12528,52711
7540,47890,52711
7541,21515,52711
7542,21515,52694
7543,42371,52711
7544,26325,52711
7545,69169,52711
7546,31921,52711
7547,11524,52711
7548,109264,52711
7549,32077,52711
7550,277724,52711
7551,36669,52711
7552,36669,52465
7553,36669,52519
7554,36669,52674
7555,36669,52670
7556,36669,52539
7557,36669,52703
7558,17187,52711
7559,10426,52711
7560,10426,52694
7561,10426,52621
7562,32625,52711
7563,8198,52711
7564,8198,52694
7565,8198,52212
7566,204372,52670
7567,64,52670
7568,13376,52711
7569,15074,52711
7570,2103,52711
7571,9016,52711
7572,16028,52711
7573,27070,52711
7574,5261,52674
7575,15514,52689
7576,15514,52711
7577,15514,52694
7578,23303,52711
7579,20992,52686
7580,66091,52686
7581,6007,52552
7582,25239,52711
7583,42453,52506
7584,42453,52539
7585,42453,52552
7586,42453,52540
7587,42453,52711
7588,25284,52711
7589,7011,52711
7590,35612,52711
7591,10880,52674
7592,13945,52711
7593,14433,52711
7594,14433,49286
7595,9932,52711
7596,13369,52711
7597,13369,52674
7598,13369,52670
7599,2757,52711
7600,2757,50797
7601,7299,52711
7602,78022,52671
7603,78022,52519
7604,32273,52694
7605,26356,52703
7606,23990,52711
7607,23990,52694
7608,23990,52703
7609,4241,52566
7610,37335,52694
7611,34113,52711
7612,22257,52669
7613,35343,52540
7614,30142,52711
7615,17360,52711
7616,17360,52694
7617,17360,52674
7618,31695,52711
7619,76397,52711
7620,76397,52670
7621,40952,52711
7622,40952,52670
7623,38849,52711
7624,71524,52694
7625,43279,52711
7626,29743,52703
7627,41760,52711
7628,31665,52711
7629,40219,52711
7630,45840,52711
7631,16363,52711
7632,22023,52711
7633,22023,52670
7634,171,52694
7635,73116,52711
7636,26639,52711
7637,26639,52279
7638,42124,52711
7639,42124,52674
7640,42124,52670
7641,25297,52711
7642,39274,52711
7643,11564,52711
7644,67772,52711
7645,4202,52694
7646,17590,52711
7647,20787,52109
7648,28940,52711
7649,13497,52711
7650,11852,52711
7651,7303,52711
7652,7303,52694
7653,201,52711
7654,2755,52711
7655,33504,52670
7656,21868,52711
7657,65684,52711
7658,10856,52711
7659,10856,52670
7660,99826,52711
7661,18602,52711
7662,18602,52670
7663,121,52711
7664,25838,52694
7665,25838,52711
7666,25838,52566
7667,25838,52671
7668,1429,52711
7669,13435,52711
7670,13435,52566
7671,13435,52686
7672,13435,52670
7673,3131,52711
7674,3131,51493
7675,3131,50797
7676,3131,52671
7677,2642,52711
7678,14317,52711
7679,14317,52703
7680,11022,52711
7681,11022,52674
7682,11022,52669
7683,24249,52711
7684,9491,52711
7685,2149,52711
7686,20139,52711
7687,32074,52711
7688,19067,52711
7689,19067,52686
7690,53712,52711
7691,25848,52711
7692,14931,52711
7693,11317,52684
7694,11317,52711
7695,4032,52684
7696,4032,52711
7697,8392,52566
7698,31804,52711
7699,81048,52711
7700,12232,52711
7701,11706,52711
7702,11706,52703
7703,11706,52686
7704,42569,52711
7705,25720,52686
7706,25720,52711
7707,26946,52711
7708,16938,52711
7709,21143,52711
7710,61578,52711
7711,20424,52711
7712,4561,52694
7713,4435,52701
7714,16993,52711
7715,18002,52711
7716,21332,52711
7717,640,52711
7718,640,52694
7719,10599,52703
7720,1574,52279
7721,1574,52711
7722,590,52711
7723,13560,52711
7724,29339,52711
7725,423,52711
7726,423,52674
7727,423,52686
7728,28028,52711
7729,41084,52711
7730,18773,52711
7731,18773,52694
7732,16225,52711
7733,16225,52670
7734,28679,52711
7735,28679,52703
7736,262,52711
7737,15395,52711
7738,4912,52711
7739,107693,52621
7740,23626,52711
7741,12090,52711
7742,12090,52703
7743,12090,52674
7744,12090,52694
7745,44233,52711
7746,35172,52694
7747,36273,52711
7748,36273,52566
7749,36273,52671
7750,36273,52621
7751,36273,52686
7752,14390,52711
7753,41209,52711
7754,41209,52703
7755,9582,52711
7756,10628,52711
7757,11078,52711
7758,77633,52711
7759,77633,52671
7760,598,52621
7761,15842,52506
7762,15842,52540
7763,15842,52711
7764,24711,52711
7765,43886,52711
7766,11222,52711
7767,11222,52694
7768,11222,52674
7769,13199,52711
7770,8073,52711
7771,8073,52694
7772,26393,52711
7773,15278,52711
7774,1484,52674
7775,14667,52711
7776,47263,52711
7777,18692,52711
7778,15734,52279
7779,15734,52711
7780,15734,52694
7781,34148,52711
7782,20813,52703
7783,20813,52711
7784,20813,52694
7785,53027,52711
7786,18894,52711
7787,26252,52694
7788,24742,52711
7789,19415,52711
7790,41927,52711
7791,5968,52711
7792,10727,52711
7793,9045,52711
7794,9045,52694
7795,9045,52674
7796,9045,52703
7797,9082,52674
7798,92348,52711
7799,92348,52694
7800,80965,52711
7801,14469,52711
7802,55909,52711
7803,20663,52711
7804,31916,52711
7805,31916,52694
7806,61807,52711
7807,7514,52711
7808,42645,52711
7809,29463,52711
7810,42795,52711
7811,39349,52711
7812,44164,52694
7813,12253,52711
7814,9358,52711
7815,1647,52711
7816,1647,52709
7817,1647,52686
7818,9027,52711
7819,9027,52701
7820,9027,52279
7821,9027,52670
7822,125945,52295
7823,21189,52711
7824,21189,52694
7825,21189,52670
7826,10894,52711
7827,28528,52711
7828,28528,52670
7829,34783,52711
7830,34374,52711
7831,12490,52711
7832,26761,52711
7833,35185,52711
7834,15802,52566
7835,39948,52711
7836,8286,52694
7837,43028,52711
7838,65300,52711
7839,24129,52540
7840,4628,52711
7841,4628,52674
7842,4193,52694
7843,4193,52711
7844,4193,52674
7845,10724,52686
7846,10724,52711
7847,89571,52711
7848,32065,52711
7849,11915,52694
7850,42136,52711
7851,28307,52711
7852,37917,52711
7853,70011,52711
7854,37191,52711
7855,210092,52711
7856,3028,52711
7857,29224,52540
7858,81001,52711
7859,8219,52670
7860,10150,52711
7861,10150,52674
7862,20980,52711
7863,16407,52519
7864,16407,52711
7865,41913,52711
7866,30875,52703
7867,29450,51237
7868,27380,52711
7869,8288,52711
7870,15600,52711
7871,15600,52670
7872,52083,52711
7873,52083,52674
7874,124963,52711
7875,11949,52711
7876,42134,52711
7877,42134,52669
7878,79257,52711
7879,42130,52703
7880,42131,52694
7881,42131,52703
7882,41291,52711
7883,84784,52711
7884,23942,52711
7885,72340,52711
7886,32692,52694
7887,37997,52711
7888,27609,52711
7889,25872,52711
7890,83562,52711
7891,127,52669
7892,14645,52694
7893,27726,52711
7894,42135,52711
7895,21923,52711
7896,1563,52694
7897,17132,52711
7898,2262,52711
7899,2262,52674
7900,52772,52711
7901,46925,52711
7902,77073,52711
7903,76395,52711
7904,37607,52711
7905,30874,52703
7906,30874,52670
7907,30363,52711
7908,30363,52694
7909,49409,52711
7910,32048,52711
7911,48139,52670
7912,30584,52711
7913,48313,52711
7914,48249,52355
7915,48249,52711
7916,29702,52703
7917,24830,52711
7918,24830,52674
7919,30049,52711
7920,9699,52711
7921,48561,52703
7922,30789,52711
7923,81346,52670
7924,11057,52674
7925,47955,52711
7926,19322,52711
7927,31661,52711
7928,31661,52694
7929,52556,52109
7930,38219,52711
7931,23943,52711
7932,26454,52711
7933,9919,52711
7934,6038,52711
7935,6038,52671
7936,9480,52711
7937,9480,52703
7938,9480,52355
7939,14873,52711
7940,13132,52711
7941,22707,52711
7942,18302,52465
7943,1956,52711
7944,12112,52694
7945,50380,52711
7946,212058,52711
7947,12139,52711
7948,118936,52711
7949,18587,52711
7950,18587,52621
7951,24883,52711
7952,24883,52694
7953,24883,52670
7954,17264,52569
7955,17264,52711
7956,17264,52703
7957,3426,52694
7958,2984,52711
7959,33221,52711
7960,59201,52711
7961,26172,52711
7962,26173,52711
7963,33055,52711
7964,33055,52694
7965,33364,52711
7966,33851,52711
7967,33851,52279
7968,31598,52670
7969,31598,52711
7970,59401,52711
7971,22233,52711
7972,4952,52711
7973,4952,52279
7974,991,52711
7975,4911,52711
7976,16072,52711
7977,11615,52711
7978,11615,52670
7979,11635,52711
7980,77283,52711
7981,35824,52711
7982,102,52506
7983,14293,52711
7984,41820,52711
7985,10623,52711
7986,10623,52465
7987,10623,52686
7988,9613,52711
7989,7015,52711
7990,210938,52711
7991,42035,52711
7992,21867,52711
7993,49680,49780
7994,49680,52295
7995,6524,52711
7996,6524,52670
7997,11244,52711
7998,77233,52711
7999,140071,52711
8000,140071,52674
8001,21801,52711
8002,35139,52711
8003,54845,52711
8004,23834,52465
8005,14633,52709
8006,10678,52711
8007,10678,52694
8008,9567,52711
8009,979,52694
8010,13819,52711
8011,1591,52711
8012,1591,52674
8013,1591,49332
8014,24186,52711
8015,455,52711
8016,455,48210
8017,10632,52711
8018,10929,52711
8019,170400,52711
8020,16229,52711
8021,16229,52674
8022,12079,52711
8023,44081,52709
8024,36362,52711
8025,4762,52674
8026,18535,52711
8027,23159,52711
8028,27236,52711
8029,42459,52711
8030,42459,52670
8031,43261,52711
8032,15347,52711
8033,44968,52711
8034,37258,52711
8035,8996,52674
8036,8996,52295
8037,8996,52669
8038,8996,52686
8039,125413,52711
8040,17729,52711
8041,12157,52694
8042,12157,52670
8043,12157,52711
8044,11571,52686
8045,11571,52711
8046,11571,52694
8047,11571,52539
8048,11571,52703
8049,71142,52711
8050,10293,52694
8051,2671,52566
8052,9669,52566
8053,45129,52711
8054,45129,52701
8055,42618,52711
8056,66027,52711
8057,36211,52670
8058,9557,52711
8059,9557,52670
8060,9557,52540
8061,6171,52711
8062,13691,52711
8063,11523,52711
8064,14675,52711
8065,2525,52711
8066,57447,52703
8067,42695,52540
8068,49845,52694
8069,18992,52711
8070,29912,52711
8071,28881,52711
8072,80243,52671
8073,10782,52711
8074,9341,52711
8075,9776,52711
8076,10735,52711
8077,16425,52711
8078,25461,52711
8079,25461,52670
8080,12516,52566
8081,1675,52711
8082,1675,52694
8083,62184,52711
8084,17057,52711
8085,41938,52711
8086,79615,52711
8087,40718,52711
8088,42178,52711
8089,203252,52711
8090,203252,52694
8091,203252,52703
8092,6016,52711
8093,8409,52711
8094,8409,52670
8095,1817,52711
8096,1817,49332
8097,284096,52694
8098,11299,52566
8099,17995,52711
8100,21052,52711
8101,7294,52648
8102,9506,52711
8103,14290,52711
8104,24982,52711
8105,2662,52711
8106,12093,52686
8107,12093,52540
8108,12093,52711
8109,18941,52711
8110,42383,52711
8111,11817,52711
8112,11817,48210
8113,11817,52674
8114,24621,52711
8115,13370,52711
8116,8326,52711
8117,13411,52711
8118,11516,52711
8119,11516,52694
8120,10180,52506
8121,994,52711
8122,66918,52711
8123,10514,52711
8124,14237,52711
8125,14237,52694
8126,1714,52711
8127,14308,52711
8128,41461,52711
8129,9930,52711
8130,32083,52711
8131,107569,52711
8132,16651,52711
8133,57565,52711
8134,108553,52711
8135,12661,52711
8136,29355,52711
8137,24961,52711
8138,26866,52694
8139,31633,52711
8140,20978,52694
8141,47762,52694
8142,47762,52711
8143,47329,52711
8144,10743,52711
8145,2832,52711
8146,31459,52711
8147,31459,52295
8148,31459,52670
8149,19153,52711
8150,31932,52711
8151,38868,52711
8152,72996,52686
8153,15098,52711
8154,11458,52711
8155,16636,52711
8156,18736,52703
8157,18736,52711
8158,36658,52711
8159,36658,52674
8160,36658,52703
8161,46989,52711
8162,20689,52711
8163,20689,52670
8164,13438,52709
8165,15394,52711
8166,10708,52711
8167,22016,52694
8168,85472,52711
8169,22958,52711
8170,15850,52711
8171,251053,52711
8172,10989,52711
8173,10989,52539
8174,1816,52711
8175,1816,52694
8176,42017,52711
8177,17667,52711
8178,17464,52711
8179,15259,52711
8180,10515,52566
8181,45069,52711
8182,117269,52694
8183,117269,52674
8184,21024,52711
8185,42792,52711
8186,43232,52711
8187,22201,52711
8188,11424,52711
8189,34857,52694
8190,34857,52703
8191,34857,52711
8192,604,52711
8193,55616,52711
8194,10720,52711
8195,51230,52711
8196,23423,52711
8197,23423,52703
8198,1555,52703
8199,1555,52694
8200,1555,52670
8201,1555,52711
8202,1555,52169
8203,1555,52506
8204,1555,52674
8205,33875,52711
8206,33875,52566
8207,310,52711
8208,5146,52711
8209,5146,52694
8210,5146,52671
8211,30055,52711
8212,12544,52703
8213,12,52711
8214,9654,52631
8215,9654,52711
8216,9654,52703
8217,9902,52711
8218,2260,52711
8219,61939,52621
8220,18385,52671
8221,584,52711
8222,584,52670
8223,39125,52711
8224,39125,52694
8225,39125,52674
8226,39125,52686
8227,39125,52670
8228,1088,52711
8229,5921,52711
8230,47423,52519
8231,49798,52711
8232,43239,52711
8233,32140,52711
8234,32140,52279
8235,14676,52711
8236,14676,52694
8237,78281,52694
8238,21717,52711
8239,21717,52670
8240,29425,52711
8241,29425,52703
8242,28503,52711
8243,59950,52694
8244,5920,52711
8245,51391,52711
8246,26593,52670
8247,26593,52711
8248,50285,52711
8249,33564,52711
8250,43361,52703
8251,6646,52711
8252,29514,52711
8253,38720,52711
8254,38720,52566
8255,147729,52711
8256,38732,52711
8257,15462,52670
8258,15462,52711
8259,22386,52711
8260,22386,52703
8261,43828,52711
8262,43828,52686
8263,11145,52711
8264,32328,52711
8265,47715,52711
8266,47715,52703
8267,47715,52566
8268,29586,52566
8269,29586,52711
8270,29586,51539
8271,12629,52711
8272,111815,52711
8273,25381,52711
8274,38800,52711
8275,21027,52711
8276,37264,52711
8277,11890,52711
8278,11890,52703
8279,36807,52711
8280,18721,52711
8281,37662,52711
8282,11916,52711
8283,11916,52694
8284,11916,52670
8285,14551,52711
8286,34759,52711
8287,51426,52670
8288,51426,52711
8289,51426,52566
8290,42986,52711
8291,26317,52698
8292,43490,52711
8293,43490,52566
8294,40683,52711
8295,8092,52711
8296,8092,52674
8297,18200,52711
8298,18200,52694
8299,18200,52670
8300,15925,52711
8301,15925,52694
8302,15925,52703
8303,32087,52674
8304,32087,52711
8305,290,52711
8306,11463,52674
8307,11463,52694
8308,11463,52669
8309,11463,52711
8310,2470,52670
8311,42640,52711
8312,44043,52684
8313,44043,52711
8314,30462,52703
8315,1403,52711
8316,10243,52711
8317,42541,52711
8318,37103,52711
8319,37103,52566
8320,46059,52684
8321,46059,52711
8322,40085,52711
8323,40085,52670
8324,47684,52711
8325,47684,52670
8326,2263,52711
8327,2263,52279
8328,2263,52670
8329,6523,52711
8330,2527,52694
8331,18780,52711
8332,18780,52674
8333,18780,52670
8334,19728,52684
8335,19728,52711
8336,26205,52684
8337,26205,52711
8338,26205,52674
8339,3009,52711
8340,6643,52703
8341,18972,52711
8342,18972,52694
8343,18972,52670
8344,53380,52711
8345,14817,52711
8346,41426,52711
8347,41791,52711
8348,49842,52694
8349,41670,52711
8350,41670,52295
8351,30708,52711
8352,38765,52711
8353,29627,52711
8354,98984,52711
8355,98984,52671
8356,36372,52711
8357,30529,52711
8358,30529,52674
8359,30529,52703
8360,30529,50797
8361,30529,52669
8362,30529,52686
8363,24073,52711
8364,2071,52711
8365,43516,52694
8366,43516,52711
8367,33638,52711
8368,57476,52711
8369,32489,52711
8370,32489,52694
8371,32489,52674
8372,32489,52279
8373,32489,52703
8374,32489,52670
8375,48864,52711
8376,10152,52711
8377,31246,52711
8378,11375,52711
8379,20694,52711
8380,16311,52711
8381,24985,52711
8382,24985,52694
8383,18300,52694
8384,55735,52711
8385,185465,52670
8386,185465,52711
8387,210728,52711
8388,39088,52686
8389,17813,52711
8390,17813,52694
8391,42995,52711
8392,115665,52670
8393,4708,52711
8394,4708,52694
8395,4708,52674
8396,35068,52711
8397,35068,52674
8398,42511,52711
8399,35669,52711
8400,49584,52711
8401,170,52670
8402,170,52711
8403,9471,52711
8404,9471,52671
8405,9471,52670
8406,12800,52703
8407,44562,52711
8408,9581,52711
8409,9581,52703
8410,9581,52566
8411,9581,52671
8412,117179,52711
8413,15486,52711
8414,15486,52566
8415,216,52569
8416,216,52674
8417,47676,52711
8418,45139,52711
